Observation,Absolute Change,Previous Absolute Change,Centered Mean (w=6),Centered Std (w=6),Left Mean (w=6),Left Std (w=6),Right Mean (w=6),Right Std (w=6),Centered Mean (w=14),Centered Std (w=14),Left Mean (w=14),Left Std (w=14),Right Mean (w=14),Right Std (w=14)
208.31436263165352,,,,,,,,,,,,,,
209.5272280734898,1.2128654418362714,,,,,,,,,,,,,
210.5455060690502,1.0182779955603962,1.2128654418362714,,,,,,,,,,,,
210.35186322202804,0.19364284702214718,1.0182779955603962,,,,,,,,,,,,
212.48004534076418,2.1281821187361345,0.19364284702214718,,,,,,,,,,,,
212.20327775941055,0.27676758135362434,2.1281821187361345,210.57038051606605,1.5836240342430794,209.4623655913978,1.1169850561878176,211.67839544073425,1.1571153222437722,,,,,,
210.80243706607467,1.40084069333588,0.27676758135362434,210.98505958846957,1.1377000095137373,210.141532454856,0.5407418910857626,211.82858672208314,0.8993816825557415,,,,,,
209.9296273555944,0.8728097104802828,1.40084069333588,211.05212613548701,1.0424474567083406,211.12580487728079,1.1767964194169092,210.97844739369324,1.1469988083100335,,,,,,
209.95985453171485,0.030227176120462218,0.8728097104802828,210.95451754593114,1.1236291420347198,211.67839544073425,1.1571153222437722,210.23063965112797,0.4954216722639935,,,,,,
212.76909271241675,2.8092381807018967,0.030227176120462218,211.35738912766257,1.2859525634062103,211.82858672208314,0.8993816825557415,210.886191533242,1.6307102926170878,,,,,,
213.5389411042365,0.7698483918197496,2.8092381807018967,211.53387175490798,1.521861053054213,210.97844739369324,1.1469988083100335,212.0892961161227,1.8838942997554076,,,,,,
213.72408255797478,0.18514145373828228,0.7698483918197496,211.78733922133532,1.763164753946736,210.23063965112797,0.4954216722639935,213.34403879154266,0.5064499826239397,,,,,,
213.9517309781325,0.22764842015772047,0.18514145373828228,212.31222154001162,1.8764487991150045,210.886191533242,1.6307102926170878,213.73825154678124,0.2067593774913681,,,,,,
213.56916828035702,0.3825626977754837,0.22764842015772047,212.91881169413872,1.5033795827031262,212.0892961161227,1.8838942997554076,213.7483272721548,0.19243027063475726,211.54765840592128,1.84023945067203,210.60353145178155,1.4483026133944772,212.49178536006096,1.7776160734848483
213.17054739526756,0.39862088508945703,0.3825626977754837,213.4539271713975,0.42204331024080033,213.34403879154266,0.5064499826239397,213.56381555125236,0.390619298442969,211.89452874617942,1.6295199083462666,210.83428355520167,1.1125503637269185,212.9547739371571,1.3756858126770217
212.20044396164926,0.9701034336183056,0.39862088508945703,213.35915237960293,0.6227248401260624,213.73825154678124,0.2067593774913681,212.98005321242462,0.7039656173622826,212.08547273819082,1.480602627908511,210.89608733494813,1.0373125537882175,213.27485814143344,0.6106503245542741
212.72469654748974,0.5242525858404861,0.9701034336183056,213.22344495347843,0.6631202480569058,213.7483272721548,0.19243027063475726,212.6985626348022,0.48557945181378626,212.24112920093648,1.4195421390172143,211.2137425697148,1.2338970775747455,213.26851583215813,0.6169765594308907
213.5512208945355,0.8265243470457619,0.5242525858404861,213.1946346762386,0.640384444059573,213.56381555125236,0.390619298442969,212.82545380122482,0.681001908029319,212.46965474897272,1.3477096765337477,211.66903941003028,1.4345532239254337,213.27027008791518,0.617890393724942
213.2565059273603,0.29471496717519585,0.8265243470457619,213.07876383444327,0.529251945763295,212.98005321242462,0.7039656173622826,213.17747445646185,0.4188915183065133,212.52511621944387,1.3640477378723768,211.84675901248895,1.6172012673232112,213.20347342639883,0.5850558902292253
214.74236055353515,1.4858546261748415,0.29471496717519585,213.27429587997293,0.8600231332584501,212.6985626348022,0.48557945181378626,213.85002912514366,0.7867056384319834,212.70647927616707,1.4816892031477336,212.0965380437349,1.8055061175137894,213.31642050859924,0.7929614630030688
214.15670901619984,0.5856515373353091,1.4858546261748415,213.43865615012828,0.9277933340105732,212.82545380122482,0.681001908029319,214.05185849903174,0.7484558876407507,212.94607012974743,1.4200318065996422,212.49178536006096,1.7776160734848483,213.4003548994339,0.8529962638616319
210.91201057951164,3.2446984366881964,0.5856515373353091,213.22391725310536,1.3325234711346194,213.17747445646185,0.4188915183065133,213.2703600497489,2.0632755750558345,213.01624036002727,1.2765311017914158,212.9547739371571,1.3756858126770217,213.07770678289734,1.2764500951700333
210.90161998772018,0.010390591791463066,3.2446984366881964,212.92007115981048,1.6412192169883904,213.85002912514366,0.7867056384319834,211.99011319447723,1.8763342138672618,213.0835093211705,1.1180575498994032,213.27485814143344,0.6106503245542741,212.89216050090747,1.5000400436897205
